Label,Description
1,"FREEPORT, Bahamas -- At the back of the steel warehouse, pharmacists in lab coats are fetching bottles of prescription drugs from dimly lit shelves. They bear labels in French, Spanish, and Italian. Some come from New Zealand, 8,225 miles away."
1,"BAGHAD -- The Iraqi political campaign officially kicked off yesterday, colored by hope but tempered by violence that highlighted security concerns leading up to the national election set for Jan. 30."
1,"ATHENS -- Two armed Albanian hijackers surrendered and released their hostages early today, 18 hours after seizing a bus in an Athens suburb and threatening to blow it up if authorities did not pay a ransom."
1,"HENDALA, Sri Lanka -- Day after day, locked in a cement room somewhere in Iraq, the hooded men beat him. They told him he would be beheaded. ''Ameriqi! quot"
1,AFP - British Prime Minister Tony Blair was leaving for a key summit after a rapid and deeply unwelcome reorganisation of his government following the resignation of respected interior minister David Blunkett.
1,AFP - Indonesian prosecutors' bid to link a radical Muslim cleric to bomb attacks suffered another setback when a key witness withdrew a confession tying the militant to a regional extremist group.
3," NEW YORK (Reuters) - U.S. regulators are looking into  whether Wall Street firms are providing insider information on  upcoming offerings, either on purpose or inadvertently, the  Wall Street Journal reported on Thursday."
3,"Seeking to speed the delivery of new communications services to US airline passengers, the government yesterday paved the way for at least one company to compete "
3,"Yesterday morning YUKOS filed an application in a bankruptcy court in Houston, Texas for restructuring according to American laws."
3,"TORONTO -- David Denison, current president of Fidelity Investments Canada, is taking over in January as the president and chief executive of the Canada Pension Plan Investment Board."
4,"Hewlett-Packard Co., the No. 2 maker of personal computers, is retreating from its involvement in developing the Itanium computer chip with Intel Corp."
4,Millions of people will buy or receive Apple Computers iPod digital-music players this holiday season. They are beautifully designed and easy to use.
2,Every other Suns starter has had his turn to shine in this season #39
2,"Fresh off the Pedro Martinez signing, the Mets didn #39"
2,The place known as much for its  quot
2,"It will be a Saturday afternoon soap opera, with the man the Giants vowed to have and to hold and the one they left at the altar crossing paths on the floor of Giants Stadium."
2,"He was an unparalleled star of his day, throwing touchdown passes, swatting home runs, and swishing baskets at Lynn Classical. Aristotle George Agganis, whose mother called him ""Ari"" and friends dubbed ""Harry,"" was recruited in 1948 by football powerhouses including Notre Dame, but the Greek boy from Lynn chose to stay close to home at Boston University, where he instantly ..."
3,The Federal Reserve pushed US interest rates up by a modest quarter-percentage point on Tuesday and expressed confidence that inflation could be kept at bay by slowly lifting credit costs from rock-bottom levels.
3,European shares opened firmer on Thursday led by ABN AMRO as investors applauded the savings the Dutch broker will make from cutting jobs.
3,LONDON (CBS.MW) -- The dollar dropped sharply against the yen on Wednesday in Tokyo after the release of Bank of Japan #39
3,"Shares of casino operator Las Vegas Sands (LVS) jumped \$17.56, or 61, to \$46.56 in their first day of trading, hearkening back to the heady 1990s when initial public offerings would surge out of sight on their debut."
2,NEW ORLEANS -- Poor Auburn. A 12-0 record and Southeastern Conference title would be enough to make the Tigers a front-runner for the national title most years -- or at least cause a spirited debate about who's No. 1.
2,"FORT LAUDERDALE, Fla. -- The Bowl Championship Series national championship matchup between No. 1 Southern California and No. 2 Oklahoma in Tuesday night's Orange Bowl is rich with tradition."
2,"ORLANDO, Fla. -- Warren Holloway has quite a story to tell at his next family reunion in Chicago."
1,DAVID BLUNKETT resigned last night after an inquiry found his office was involved in  quot
1,"Five years after catastrophic floods and mudslides killed thousands along Venezuela's Caribbean coast, survivors in this town still see the signs of destruction - shattered concrete walls and tall weeds growing atop streets covered in dried mud."
3,"Boucher, asked during the press briefing whether the US government planned to get involved in the case, said, In terms of reaction, I think Id just have to say that Yukos management has the right to pursue any legal remedies it determines are in "
3,Fiat #39
3,"The staff of the Securities and Exchange Commission has ordered Fannie Mae, the nation #39"
4,"SAN JOSE, Calif. Intel has reached an agreement to hire hundreds of Hewlett-Packard engineers who helped design the Itanium microprocessor."
4,"With the release of MechAssault 2 looming for Xbox, Microsoft has kicked-off what could very well be the easiest competition you #39"
2,Rangers manager Alex McLeish admitted his side had blown the perfect opportunity to reach the last 32 of the UEFA Cup. Rangers needed only a draw at home to Auxerre to qualify from Group F but were sunk 2-0 
1,Violence marred Iraq #39
1,JAKARTA: Indonesian authorities on Thursday ordered a nationwide security crackdown after several foreign governments warned that terrorists were preparing to launch attacks against Western targets ahead of Christmas.
1,"Booming China has been urged to help its poorer neighbours by Pakistani Prime Minister Shaukat Aziz, who said a larger role by the nascent giant could boost development and improve regional security."
1,"AFP - Britain's highest court of appeal was due to rule on whether foreign nationals can be detained indefinitely without trial in the country, a case with sweeping constitutional and security implications."
1,"AFP - Two Great White sharks attacked and killed a teenage boy on a surfboard off a packed beach as his horrified friends looked on, in Australia's second fatal shark attack in five days."
3,"London equities opened in positive territory on Thursday as a raft of bid news helped lift sentiment on the market. The FTSE 100 started trade up 0.3 per cent at 4,740.1 and the mid-cap FTSE 250 stayed flat at 6,755.7."
3,"Oil prices blasted higher yesterday, surging above \$44 a barrel after government data showed a slight decline in crude and heating oil supplies as a Northeast cold snap drove up fuel demand."
3,US President George W Bush has said he intends to  #39
4,"The Zafi.D worm, which disguises itself as an e-mail holiday greeting, is currently the most frequently detected worldwide virus, software security company Panda Software said this week."
