"Label;Description";;;;;;;;;
"2,""Australia v Pakistan first test scoreboard"","" Cricket-Kiwis recall Tuffey for one-day series v Sri Lanka December 15, 2004 03:47:28 WELLINGTON, Dec 16 (Reuters) - Seam bowler Daryl Tuffey was recalled to the New Zealand squad on Thursday for the one-day series with Sri Lanka which starts later """;;;;;;;;;
"2,""Report: Sexson to sign with Mariners"",""Anaheim, CA (Sports Network) - The Seattle Mariners have reportedly found their slugging first baseman for the 2005 season and beyond by coming to terms with free agent Richie Sexson.""";;;;;;;;;
"4,""Intel Acquires Chip Designers From HP (AP)"",""AP - Intel Corp. has reached an agreement to hire hundreds of Hewlett-Packard Co. engineers who helped design the Itanium microprocessor, a massive joint project between the two technology companies since the early 1990s.""";;;;;;;;;
"4,""Global library heralds new information era (AFP)"",""AFP - Moves by Internet search giant Google to create a global virtual library could signal a communications revolution on a par with Johann Gutenberg and the invention of moveable type in the 15th century.""";;;;;;;;;
"1,""Kyoto benefits outweigh the costs"",""The onslaught of the winter Typhoon Nanmadol made everyone forget the intense legislative election campaign, as early warning and disaster prevention mechanisms were initiated in the hope of minimizing damage.""";;;;;;;;;
"3,""Sprint acquiring Nextel in \$35B deal"",""Sprint Corp. said yesterday it will acquire Nextel Communications Inc. in a \$35-billion deal that will create the nation #39";;;;;;;;;
"1,""3 Jockey for Power of House's Purse Strings (Los Angeles Times)"",""Los Angeles Times - WASHINGTON  #8212";;;;;;;;;
"3,""Speedy Net access coming to airplanes"",""The plane #39";;;;;;;;;
"3,""Johnson  amp";;;;;;;;;
"3,""Google Wins Geico Trademark Ruling"",""A federal judge ruled in Google #39";;;;;;;;;
"3,""Heavy holiday travel expected, concerns over drunken driving"",""WASHINGTON The Triple-A holiday travel forecast projects nearly 51 (m) million pople will be hitting the road in the United States for the Christmas and New Years holiday weekends.""";;;;;;;;;
"3,""United Tech says \$2.8b cash deal for Kidde accepted"",""LONDON (CBS.MW) -- United Technologies (UTX) said its \$2.8 billion cash offer for UK fire safety group Kidde (UK:KID) has been accepted by Kidde #39";;;;;;;;;
"2,""Baseball official calls stadium vote  #39";;;;;;;;;
"2,""Knicks pained by fall at end"",""Jamal Crawford sat in a corner of the locker room, quiet and withdrawn, in total disbelief at the opportunity he and his Knicks teammates had squandered in their bid to beat the defending NBA champion Detroit Pistons.""";;;;;;;;;
"2,""As Liverpool lose points at Anfield, need for new faces obvious"",""Liverpool have lost two Portsmouth #39";;;;;;;;;
"2,""Anthony supplies win, atonement"",""Boston - Three key Nuggets redeemed themselves Wednesday at the FleetCenter in the time it takes to microwave popcorn. That allowed Denver to atone for its mistake-laden loss at Philadelphia the previous night """;;;;;;;;;
"1,""Gunmen Kill Senior Iraqi Ministry Official (Reuters)"",""Reuters - A senior official in Iraq's\Communications Ministry was shot dead as he was driving to work\in Baghdad on Thursday, a source at the ministry said.""";;;;;;;;;
"1,""Australian police search for teen shark attack victim (AFP)"",""AFP - A pair of sharks killed a teenage water-skier at a popular Adelaide beach as horrified friends looked on, in Australia's second fatal shark attack in less than a week.""";;;;;;;;;
"1,""Social Security a Priority for White House (AP)"",""AP - The Bush administration predicts financial markets would applaud a costly overhaul of Social Security for tackling long-term financial obligations weighing on the federal budget.""";;;;;;;;;
"1,""Gunmen Kill Senior Iraqi Ministry Official"","" BAGHDAD (Reuters) - A senior official in Iraq's  Communications Ministry was shot dead as he was driving to work  in Baghdad on Thursday, a source at the ministry said.""";;;;;;;;;
"1,""N. Korea Economic Sanctions 'One Option'--Japan"","" TOKYO (Reuters) - Japanese Foreign Minister Nobutaka  Machimura said on Thursday economic sanctions against North  Korea were """"one option"""" but that care was needed in deciding if  Tokyo should take such a step immediately.""";;;;;;;;;
"2,""Lincoln-Sudbury grad achieves her goals at MIT"",""Sudbury's Betty Zheng, a senior assistant captain on the Massachusetts Institute of Technology women's ice hockey team, will always remember MIT's Dec. 3 game against Chatham (Pa.) College.""";;;;;;;;;
"2,""Garry's possession skills displayed at UMass-Lowell"",""Its's no coincidence that since Medway's Tim Garry suited up for the UMass-Lowell men's soccer team, the River Hawks have won back-to-back Northeast-10 Conference Tournament championships and earned a pair of automatic bids to the NCAA Tournament.""";;;;;;;;;
"2,""Stehle leading Crimson in rebounds and steals"",""Former Newton South High School basketball and golf captain Matt Stehle is now a junior at Harvard University, where the 6-foot-8-inch forward was leading the men's basketball team in rebounding and steals and was second in scoring through six games.""";;;;;;;;;
"2,""Woods is an exchange student"",""You think the rush to exchange presents Dec. 26 will be furious? It might not compare with the mad dash of folks looking to reassess their 2004 viewpoints of one Tiger Woods.""";;;;;;;;;
"3,""Time Warner pays up"",""Agrees to \$210M Justice Dept. deal and proposes paying an additional \$300M to end SEC probe. BY HARRY BERKOWITZ. Seeking to remove a cloud that has lingered over Time Warner for years, the media giant said yesterday """;;;;;;;;;
"3,""Fed hikes benchmark rate by a quarter point"",""NEW YORK, December 15 (newratings.com) - The US Federal Reserve announced yesterday a widely expected quarter point hike in its overnight lending rate, the fifth hike since June this year.""";;;;;;;;;
"3,""Are cellphones meant to fly?"",""Airline travel has always been a welcome refuge from the incessant chatter of cellphone users, so it is sobering to hear that regulators are thinking of allowing the use of cellphones up in the friendly skies.""";;;;;;;;;
"1,""A mother's search for her children"",""The island of Car Nicobar has been devastated by the tsunami, with around half its population unaccounted for, as the BBC's Jonathan Charles discovered.""";;;;;;;;;
"3,""GEICO vs Google Ads: Google Wins"",""abertoll writes  quot";;;;;;;;;
"3,""Holiday crackdown on unsafe drivers getting early start"",""Alcohol-related auto accidents increase sharply during the holidays compared with other times in December, a study by the National Highway Traffic Safety Association shows.""";;;;;;;;;
"3,""Wal-Mart Fires 7 Execs, Managers"",""Wal-Mart Stores Inc. (WMT.N: Quote, Profile, Research) fired three executives and four managers from its Bentonville, Arkansas headquarters for violating company rules, the company said on Wednesday.""";;;;;;;;;
"4,""Hollywood vs BitTorrent"",""p2pnet.net News:- Yesterday, the major movie studios turned their MPAA (Motion Picture Association of America) loose on BitTorrent and eDonkey p2p networks, claiming the effort is necessary to bring file-sharing under control.""";;;;;;;;;
"4,""HP confirms that Itanium is Intel #39";;;;;;;;;
"4,"" #39";;;;;;;;;
"4,""NEC licenses Honeywell LCD tech"",""Honeywell #39";;;;;;;;;
"2,""Let the new owner pay"",""Congratulations to Linda Cropp and her fellow DC council members who voted with her Tuesday night. By insisting that private funding be included for a new baseball stadium in Washington, they did the right thing.""";;;;;;;;;
"2,""NBA Game Preview"",""(Sports Network) - The Detroit Pistons will try to avoid their first three- game losing streak of the season when they head to Madison Square Garden to battle the New York Knicks.""";;;;;;;;;
"2,""Successful, respected coach usually has last laugh"",""Before we talk about the possibility Rick Majerus is the greatest coaching hire in USC sports history, let #39";;;;;;;;;
"2,""Bryant is sorry";;;;;;;;;
"2,""Sky #39";;;;;;;;;
"1,""Peace may now stand a chance"",""In his olive nylon bomber jacket, olive fatigue pants and black combat boots, Al-Aqsa Martyr #39";;;;;;;;;
"1,""British official resigns over nanny scandal"",""Britain #39";;;;;;;;;
"1,""Pakistan seeks investors for port"",""Pakistan plans to invite foreign investors to operate its new port of Gwadar, an unusual step for a country that has attracted little foreign capital.""";;;;;;;;;
"3,""Oil prices jump after US reports lower supplies"",""Oil futures prices bolted 5 percent higher yesterday, climbing above \$44 a barrel after US government data showed a slight decline in crude and heating oil supplies """;;;;;;;;;
"3,""Airbus forecasts increased demand for its largest fleet"",""Airbus, the world #39";;;;;;;;;
"2,""'Truly' takes San Gabriel"",""Truly a Judge edged Star Cross by a length yesterday in Arcadia, Calif., to win the \$150,000 San Gabriel Handicap at Santa Anita Park.""";;;;;;;;;
"4,""Portable panels mean power in your pocket"",""London - European scientists have developed light, flexible solar panels that could be sewn on fabrics and placed on surfaces to charge objects ranging from cellphones and DVD players to batteries.""";;;;;;;;;
"4,""STN-LCD maker EDT projects above 130 CSTN capacity growth in 2Q &lt";;;;;;;;;
"2,""Replacements on US team?"",""A labor dispute between the United States Soccer Federation (USSF) and players has halted World Cup preparations and could result in the national team using replacement players for the Feb.""";;;;;;;;;
"3,""Tokyo's Nikkei Average Closes Lower"","" TOKYO (Reuters) - Tokyo's Nikkei average closed lower  Thursday, ending a three-day winning streak as profit-taking  hit Toyota Motor Corp. and other exporters that had benefited  from gains on Wall Street and a weaker yen.""";;;;;;;;;
"3,""ABN AMRO Leads European Shares Higher"","" LONDON (Reuters) - European shares opened firmer on  Thursday led by ABN AMRO as investors applauded the savings the  Dutch broker will make from cutting jobs.""";;;;;;;;;
"3,""Google wins trademark ruling over online advertising policy"",""Google Inc. won a major legal victory yesterday when a federal judge ruled that the search engine's advertising policy does not violate federal trademark laws.""";;;;;;;;;
"3,""Ex-Serono executive charged in bribery case"",""Federal prosecutors yesterday alleged that a former sales director for Serono Inc. offered doctors bribes in return for prescribing its AIDS treatment as part of a marketing program at the Swiss drug company, whose main US offices are in Rockland.""";;;;;;;;;
"3,""Pioneering McCaw at epicenter of cell deals"",""The announced union of Sprint and Nextel Communications yesterday marked the second mega-deal in the wireless industry this year - and the second involving a life change for a Craig McCaw-built venture.""";;;;;;;;;
"2,""Kansas rallies to nip Georgia Tech in OT"",""Keith Langford's twisting shot with three seconds left in overtime capped a comeback from a 16-point deficit and lifted second-ranked Kansas to a 70-68 victory over No. 9 Georgia Tech yesterday at Lawrence, Kan.""";;;;;;;;;
"2,""Accounting department "",""As Papa Griffith used to say every Jan. 1, """"Well, it looks like we made it through another year.""""""";;;;;;;;;
